commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 35.00,Rs 45.00,Rs 39.00
Tomato Small(Local),KG,Rs 45.00,Rs 55.00,Rs 50.00
Tomato Small(Tunnel),KG,Rs 50.00,Rs 68.00,Rs 60.60
Tomato Small(Indian),KG,Rs 30.00,Rs 40.00,Rs 35.00
Potato Red,KG,Rs 56.00,Rs 58.00,Rs 57.00
Potato Red(Indian),KG,Rs 35.00,Rs 36.00,Rs 35.67
Potato Red(Mude),KG,Rs 50.00,Rs 52.00,Rs 51.00
Potato White,KG,Rs 46.00,Rs 48.00,Rs 47.00
Onion Dry (Indian),KG,Rs 64.00,Rs 70.00,Rs 67.40
Carrot(Local),KG,Rs 140.00,Rs 150.00,Rs 146.67
Carrot(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Cabbage(Local),KG,Rs 60.00,Rs 70.00,Rs 64.00
Cauli Local,KG,Rs 70.00,Rs 80.00,Rs 76.00
Raddish Red,KG,Rs 90.00,Rs 100.00,Rs 96.67
Raddish White(Local),KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish White(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 96.67
Brinjal Long,KG,Rs 25.00,Rs 35.00,Rs 28.75
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cowpea(Short),KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 56.67
Sword Bean,KG,Rs 40.00,Rs 50.00,Rs 46.67
Soyabean Green,KG,Rs 70.00,Rs 80.00,Rs 76.67
Bitter Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.00
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 30.00,Rs 40.00,Rs 36.25
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.67
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sponge Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pumpkin,KG,Rs 50.00,Rs 55.00,Rs 52.50
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 36.67
Okara,KG,Rs 40.00,Rs 50.00,Rs 46.00
Barela,KG,Rs 130.00,Rs 140.00,Rs 136.67
Arum,KG,Rs 60.00,Rs 70.00,Rs 66.67
Christophine,KG,Rs 8.00,Rs 12.00,Rs 10.00
Brd Leaf Mustard,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mustard Leaf,KG,Rs 20.00,Rs 30.00,Rs 25.00
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mushroom(Kanya),KG,Rs 140.00,Rs 180.00,Rs 160.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 325.00
Asparagus,KG,Rs 400.00,Rs 500.00,Rs 450.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 85.00
Brocauli,KG,Rs 250.00,Rs 300.00,Rs 275.00
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 85.00
Red Cabbbage,KG,Rs 300.00,Rs 400.00,Rs 350.00
Lettuce,KG,Rs 90.00,Rs 100.00,Rs 95.00
Celery,KG,Rs 300.00,Rs 400.00,Rs 350.00
Parseley,KG,Rs 500.00,Rs 600.00,Rs 550.00
Mint,KG,Rs 500.00,Rs 600.00,Rs 550.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 110.00,Rs 120.00,Rs 116.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Jholey),KG,Rs 260.00,Rs 300.00,Rs 280.00
Apple(Fuji),KG,Rs 320.00,Rs 350.00,Rs 335.00
Banana,Per Dozen,Rs 150.00,Rs 160.00,Rs 156.67
Lime,KG,Rs 240.00,Rs 280.00,Rs 258.00
Pomegranate,KG,Rs 420.00,Rs 450.00,Rs 435.00
Grapes(Black),KG,Rs 400.00,Rs 450.00,Rs 425.00
Orange(Indian),KG,Rs 140.00,Rs 160.00,Rs 150.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 56.67
Sweet Orange,KG,Rs 150.00,Rs 180.00,Rs 170.00
Mandarin,KG,Rs 320.00,Rs 350.00,Rs 340.00
Pineapple,1 Pc,Rs 200.00,Rs 220.00,Rs 210.00
Cucumber(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cucumber(Hybrid),KG,Rs 35.00,Rs 45.00,Rs 40.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pear(Local),KG,Rs 80.00,Rs 90.00,Rs 86.67
Pear(Chinese),KG,Rs 300.00,Rs 320.00,Rs 310.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Guava,KG,Rs 100.00,Rs 150.00,Rs 125.00
Mombin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Kiwi,KG,Rs 400.00,Rs 450.00,Rs 425.00
Sarifa,KG,Rs 100.00,Rs 150.00,Rs 125.00
Avocado,KG,Rs 200.00,Rs 300.00,Rs 250.00
Amla,KG,Rs 70.00,Rs 80.00,Rs 75.00
Ginger,KG,Rs 160.00,Rs 180.00,Rs 170.00
Chilli Dry,KG,Rs 450.00,Rs 500.00,Rs 475.00
Chilli Green,KG,Rs 70.00,Rs 80.00,Rs 76.00
Chilli Green(Bullet),KG,Rs 90.00,Rs 100.00,Rs 96.67
Chilli Green(Machhe),KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Akbare),KG,Rs 150.00,Rs 200.00,Rs 175.00
Capsicum,KG,Rs 70.00,Rs 80.00,Rs 74.00
Garlic Green,KG,Rs 250.00,Rs 300.00,Rs 275.00
Coriander Green,KG,Rs 60.00,Rs 100.00,Rs 80.00
Garlic Dry Chinese,KG,Rs 220.00,Rs 230.00,Rs 226.00
Garlic Dry Nepali,KG,Rs 250.00,Rs 260.00,Rs 255.00
Clive Dry,KG,Rs 200.00,Rs 220.00,Rs 210.00
Clive Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Fish Fresh(Rahu),KG,Rs 370.00,Rs 400.00,Rs 385.00
Fish Fresh(Bachuwa),KG,Rs 270.00,Rs 300.00,Rs 285.00
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 280.00,Rs 260.00
Fish Fresh(Mungari),KG,Rs 280.00,Rs 300.00,Rs 290.00
